"ChgOpId","Partner","Type","Nb_Nodes_source","nb_activ_source","nb_AndGtw_source","nb_XorGtw_source","Nb_Nodes_target","nb_activ_target","nb_AndGtw_target","nb_XorGtw_target","nb_affected_partners","nb_Insert_genreated","nb_Replace_generated","nb_Delete_generated","exec_time"
"4f621043-f0d6-4137-8ec7-87e7faaecd03","partner10","Insert","8","2","0","4","14","2","0","8","2","2","0","0","719"
"56b78ffe-8b61-4891-8a0f-ccc6615e7548","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","400"
"69d0dc2a-4568-4495-85f5-0df69355ba0d","partner16","Replace","13","3","0","8","5","3","0","2","2","0","1","1","35"
"5705a9d8-8b2f-422f-92b3-61ecc370b2bb","partner3","Insert","6","2","0","2","10","2","0","4","2","2","0","0","39110"
"7e369ae1-720a-448d-8b96-9251378f9dd9","Acquirer","Insert","6","2","2","0","15","7","0","4","2","2","0","0","27376"
"18323725-6022-479d-8c83-5e6830ece0e5","partner10","Delete","1","1","0","0","1","1","0","0","1","0","0","1","14"
"3c7fa96d-7e51-4029-afc1-2c42df43c843","partner3","Insert","3","1","0","0","5","3","0","0","1","1","0","0","1333"
"4d852d24-9c59-4619-a7d8-8cbb57edeb06","Traveler","Replace","14","4","0","8","17","5","0","12","2","0","2","0","13"
"f8a0b7dc-74a5-46d0-8730-1c7c39ff4c2b","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","247"
"461ead7b-c53a-478b-b543-cdb457490149","partner9","Replace","9","3","2","2","30","12","4","10","3","2","0","1","26787"
"4c0639b5-a703-4f64-a56a-174ec3a780ca","partner19","Insert","11","3","0","6","19","3","0","12","2","2","0","0","559"
"7e79f21f-edab-4479-a082-005e6886bd2f","Airline","Insert","6","2","0","2","24","8","2","10","2","2","0","0","564"
"7a0ce459-5acf-4dd0-a16b-df18783a77a2","partner2","Replace","6","2","0","2","5","3","0","2","1","0","1","0","3"
"607a5086-fd43-4a61-b076-4c477250f22d","partner4","Replace","12","4","0","6","17","5","0","12","2","0","2","0","13"
"1b555f20-c2cd-4acd-a106-e4ab075514ac","partner9","Insert","3","1","0","0","4","2","0","0","1","1","0","0","2803"
"59689ec5-3bd7-4ea5-9132-a182ffd863cf","partner9","Replace","7","3","0","2","5","3","0","2","2","0","1","1","20"
"6142310f-785c-4ac1-863c-f51424d86219","Airline","Insert","6","2","0","2","10","2","0","4","2","2","0","0","32852"
"4de4cc21-f1c2-49a5-8148-66bc1d51c8d7","partner9","Replace","39","17","6","14","22","18","0","4","9","0","1","8","673"
"56f52b8d-5d6a-43e5-9b2b-5e9bc05f3d61","partner14","Replace","32","24","0","6","43","31","0","12","3","0","3","0","23"
"44274ab5-c3d1-4e1a-8363-6eabddb089f6","partner7","Insert","3","1","0","0","5","3","0","0","1","1","0","0","1674"
"530e60aa-bc8c-4abc-b448-ac8b0cd3bb40","partner10","Insert","3","1","0","0","4","1","1","0","1","1","0","0","433"
"4f6fa8e2-de55-4eb0-b502-f4e653753035","partner8","Replace","12","6","2","2","28","24","0","0","6","2","0","4","17663"
"4cd72eac-7e56-45c8-bbe8-265ce72dc553","partner10","Insert","3","1","0","0","4","2","0","0","1","1","0","0","326"
"7641152e-1058-4258-89e7-03a247c09aed","partner3","Replace","7","3","0","2","9","3","0","4","3","1","0","2","2822"
"9e3b0448-f91c-4b6a-9851-696f6d02db4d","partner11","Insert","3","1","0","0","22","10","4","6","1","1","0","0","961"
"1cb29983-f27a-4e89-9f6a-cf7795a41db9","partner14","Replace","21","13","0","4","17","15","0","2","3","0","1","2","35"
"b85507ab-c0bc-4e4f-bf49-4926508b802a","partner10","Replace","7","3","0","2","14","8","2","2","3","1","0","2","453"
"5a8b7742-54b3-48bf-a1ef-cefee93977d4","partner8","Replace","7","3","0","2","6","4","0","0","3","1","0","2","1614"
"bd347e83-266e-4855-8ce8-f8dfd52c5984","partner3","Replace","9","3","2","2","7","5","0","2","3","0","1","2","35"
"1356e271-4408-47d5-9742-9e285fe8d9ca","partner7","Insert","3","1","0","0","6","2","0","2","1","1","0","0","249"
"8231a920-4da0-44f1-85b7-dc722c2e0b75","partner16","Replace","15","3","0","10","7","3","0","4","2","0","1","1","38"
"0452bb61-d135-406b-aae8-81408b1379cd","partner9","Insert","38","16","6","14","99","27","2","52","9","9","0","0","30241"
"89747085-6cdc-49a1-9381-2be98a55a62f","partner7","Insert","3","1","0","0","5","3","0","0","1","1","0","0","384"
"84f2012c-225f-4ba5-92b3-9fa58b13d5ab","partner17","Insert","3","1","0","0","3","1","0","0","1","1","0","0","844"
"8fd28b8d-2100-4587-8edb-b6fb37d9b21a","partner9","Insert","3","1","0","0","11","5","0","4","1","1","0","0","2000"
"532143b3-be5f-4ccb-8743-f63aba048b19","partner12","Insert","8","2","0","4","14","2","0","8","2","2","0","0","740"
"36681832-f72a-4110-84be-4934bfd5d824","Airline","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1346"
"35f1ddff-5be6-4a70-a9f2-45e836b35dce","partner16","Insert","5","1","0","2","6","2","0","2","1","1","0","0","273"
"d6f611b0-4d73-463e-acc7-1cee8de34752","partner19","Replace","12","4","0","6","12","6","0","6","2","0","1","1","15"
"36ed3668-6855-4afe-97a4-a325155a9401","TravelAgency","Insert","8","4","0","2","18","6","0","6","3","3","0","0","1162"
"f48bb27a-90db-4386-9cf1-3adab2080815","partner3","Insert","3","1","0","0","7","3","0","2","1","1","0","0","406"
"e1590391-3d4f-4a3f-99df-cfa9029ac1e9","partner15","Insert","3","1","0","0","3","1","0","0","1","1","0","0","520"
"10206111-4f9e-493f-9149-f1d9dea929cd","partner17","Insert","18","6","2","8","46","10","0","26","5","5","0","0","79988"
"6c7ec74a-0757-410a-a307-eddf038c7189","partner19","Replace","9","3","0","4","6","4","0","2","2","0","1","1","12"
"bf1b25dd-072f-4c6e-bb7d-78df7afb4cfe","partner9","Insert","38","16","6","14","130","44","6","62","9","9","0","0","81799"
"26361f96-649b-40f9-8376-8ea733de8a3f","TravelAgency","Insert","6","2","0","2","14","4","0","6","2","2","0","0","3186"
"5cdb4724-1864-49af-b1d3-08278e8be275","partner9","Insert","3","1","0","0","7","5","0","0","1","1","0","0","4936"
"e8714206-1c68-4208-8b47-d3a39a079c71","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","6778"
"2133cdfc-aac8-4fe3-bbff-631a47317614","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","6629"
"1488db25-8691-40ff-aaf4-fee43e45daab","partner17","Insert","3","1","0","0","3","1","0","0","1","1","0","0","842"
"a65dddc1-c6f3-4e61-8362-b617136e0d17","partner7","Insert","6","2","0","2","12","4","0","4","2","2","0","0","1151"
"c68eedb5-ed6f-4a26-b0ae-0dc96d39bb98","partner8","Insert","21","9","4","6","72","32","0","26","7","7","0","0","24029"
"dc813695-601c-4467-bee6-5ee4aee725d9","partner2","Insert","10","4","0","4","14","4","0","4","3","3","0","0","4352"
"6bebdf66-5c85-41d5-a00a-fa94bc6bcfa1","partner4","Insert","8","2","0","4","14","2","0","8","2","2","0","0","17595"
"7f0ecd74-37ec-4540-bc87-eb16055a31a9","TravelAgency","Insert","12","6","2","2","24","8","0","6","5","5","0","0","3053"
"942f6e53-2ceb-467b-80b9-aeaf31260f60","TravelAgency","Insert","4","2","0","0","29","13","0","12","2","2","0","0","1080"
"64283964-0105-4133-ab51-6a056c362aec","partner7","Insert","21","15","2","2","47","21","2","12","6","6","0","0","6748"
"1f990c0b-2b63-4a96-8f87-019ea7c49363","partner1","Insert","8","2","0","4","11","3","0","4","2","2","0","0","567"
"36f464dc-b8b6-4b3b-a9d2-b2f97d08af23","partner17","Insert","3","1","0","0","3","1","0","0","1","1","0","0","276"
"93b58d1c-675d-47a2-bf62-bff1d34f11d2","partner7","Insert","3","1","0","0","5","3","0","0","1","1","0","0","1023"
"87852879-32c0-4dc5-b569-d4cd9848035e","partner17","Insert","9","3","0","4","34","13","1","14","3","3","0","0","38194"
"d71bf266-87f5-4499-82e8-d64a23b5f4d1","partner4","Insert","6","2","0","2","10","2","0","4","2","2","0","0","695"
"b27a6aee-f21a-4640-933f-84f946df811a","partner12","Insert","3","1","0","0","20","11","3","4","1","1","0","0","1311"
"221412a5-43f1-45ec-a8b1-cee8a330823b","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","335"
"847bbd2d-7f35-46f3-8c78-c3487cfeee2f","partner3","Insert","3","1","0","0","11","5","0","4","1","1","0","0","38777"
"5e8da4e6-1365-4dac-aee9-f29b35971e62","TravelAgency","Insert","8","4","0","2","16","4","0","6","3","3","0","0","895"
"fc0b9e25-64c0-47be-84c5-ca586ec939a3","partner16","Replace","19","5","0","10","16","6","2","8","4","0","1","3","93"
"34fba6e3-685a-4601-99e8-0a1dbf383cec","TravelAgency","Insert","6","2","0","2","10","2","0","4","2","2","0","0","945"
"47e91baf-ff5e-4be9-aafc-cbbcb85c5239","partner11","Insert","8","2","0","4","13","2","1","6","2","2","0","0","8555"
"d48a0ad9-5326-4bf7-a21f-5d19b4443cda","partner6","Replace","16","4","0","10","17","5","4","8","2","0","2","0","15"
"87f6db74-c62f-4cac-9ff5-eac946335ae7","partner17","Replace","29","9","2","14","39","15","2","22","5","0","3","2","109"
"90550d69-3814-40db-99fa-b841bff05d32","partner7","Insert","3","1","0","0","28","12","2","12","1","1","0","0","2981"
"41e3506e-6a86-467a-9232-216c44b7d102","Traveler","Insert","6","2","0","2","10","2","0","4","2","2","0","0","606"
"d6706704-4a4f-4a21-aefe-418c40ffb5e6","partner9","Replace","23","11","4","6","61","33","2","16","6","5","1","0","74536"
"6949ecc2-dbaa-44e8-aa96-551c23facdb9","partner9","Insert","3","1","0","0","11","5","0","4","1","1","0","0","13544"
"2775d977-3fe2-4bd5-a82d-316e1a9d5059","partner4","Replace","10","4","0","4","20","8","2","8","3","1","1","1","9916"
"d5dab9bd-0042-4ded-b014-ebf3cb0af14e","TravelAgency","Replace","16","8","2","4","22","10","2","8","6","1","1","4","338"
"f2feacf1-19fc-43f0-a106-61d0e0e814b5","partner3","Insert","6","2","0","2","10","2","0","4","2","2","0","0","559"
"58fde105-a9c2-4979-a6e1-b2ccdf026e54","partner9","Replace","17","7","2","6","36","16","0","12","5","4","1","0","51920"
"ad43cded-7255-4377-9a6a-cfc6df0ecff1","partner9","Insert","6","4","0","0","25","17","0","4","2","2","0","0","41352"
"d0c8101b-d33c-4d92-b5e3-d3c4e8c66d3a","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","818"
"f4562737-1a8b-466a-bf02-cd389af84261","partner8","Insert","23","9","4","8","87","33","0","40","7","7","0","0","43049"
"9898cbf5-b3b8-4b94-aa1e-58eb192b3950","partner9","Insert","6","4","0","0","8","4","0","0","2","2","0","0","10391"
"8a6b30fd-d91e-4efc-b0e7-3e12339f5476","partner8","Insert","3","1","0","0","9","7","0","0","1","1","0","0","8741"
"0469a37b-69f4-4658-a6c4-fa4dd1266b42","partner9","Insert","16","6","2","6","66","28","4","24","5","5","0","0","78899"
"5d20e884-4958-42a8-a3de-4844507eca33","partner9","Insert","3","1","0","0","7","3","0","2","1","1","0","0","280"
"ec9b7b89-5b8b-471a-8a54-d4c276982d86","partner19","Insert","6","2","0","2","16","4","0","8","2","2","0","0","4646"
"9482dd30-7a0b-47c5-910c-e4bf25c9ffaf","partner9","Insert","6","2","0","2","10","2","0","4","2","2","0","0","803"
"fe9623c4-b4e9-4726-bd73-0b9008bb909c","partner9","Replace","6","2","2","0","1","1","0","0","1","0","0","1","15"
"145cf58c-41fa-4566-9912-6eec11b28b42","partner7","Insert","6","2","0","2","10","2","0","4","2","2","0","0","3936"
"659c115b-b154-4384-9da9-9c183bf896ea","partner15","Insert","15","11","0","2","19","11","0","4","2","2","0","0","1191"
"37eda70e-cc89-404b-bab3-943b1b1cfb11","partner7","Insert","5","1","0","2","5","1","0","2","1","1","0","0","1765"
"2c45756d-6046-45a7-9e00-1d68939e4300","partner7","Replace","9","3","2","2","18","16","0","2","3","0","1","2","85"
"1a466ba0-6145-4dde-9fb8-6fecbd867f84","partner9","Insert","6","2","0","2","16","8","0","4","2","2","0","0","2231"
"98ed60be-d2ce-4de8-891f-757aa4161687","partner9","Insert","3","1","0","0","15","7","2","4","1","1","0","0","288"
"601f8ccc-2c62-4049-a924-2ee9dcbcef81","partner7","Insert","11","5","0","4","97","35","6","46","5","5","0","0","139057"
"79731db0-5ab4-457b-807b-7672ab54ddf8","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","433"
"e7ce9b15-a718-4d0c-95d5-e8e7f7e07458","partner10","Insert","3","1","0","0","22","10","4","6","1","1","0","0","4216"
"62b6742f-c196-4ccd-871b-aacfe15271a4","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","292"
"a41a55b4-4317-4462-88c0-9bfa2bbb354d","partner12","Insert","3","1","0","0","11","5","2","2","1","1","0","0","9732"
"7faa5e33-3cfd-4410-b44b-50f5ef53a81f","partner18","Replace","18","6","0","10","26","8","2","16","3","0","2","1","47"
"c0801b69-4dc4-4ac1-be8a-6fd655ac36ab","partner16","Insert","16","4","0","10","50","14","2","26","4","4","0","0","6281"
"2de47f46-f71e-412b-92b4-ab75026db4be","partner5","Replace","10","4","2","2","2","2","0","0","2","0","0","2","43"
"2ba85687-91ab-4394-9d79-5de4d1ea91e4","partner7","Insert","21","15","2","2","47","21","2","12","6","6","0","0","8224"
"5db34c6d-4223-45d5-b21c-c9124bdce2e8","partner18","Replace","9","3","0","4","6","4","0","2","2","0","1","1","15"
"4cbf49d4-25bf-4b99-a822-0cd2b9830879","TravelAgency","Replace","7","3","0","2","8","4","0","2","3","1","0","2","25962"
"df9e51d9-fe98-4b1f-bfb6-7d1c422d29ce","partner9","Insert","3","1","0","0","22","10","4","6","1","1","0","0","44259"
"3f4653d3-3c10-4384-b23b-e87d27e2fe2d","partner3","Replace","36","14","2","18","43","19","0","24","10","0","3","7","441"
"7f066bde-4f5f-4ebb-87ce-1bed351006b8","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","274"
"9d6008a4-7573-48a8-bf00-91dec72475a6","partner4","Insert","4","2","0","0","7","3","0","0","2","2","0","0","10315"
"dad42d4e-c4c5-46f9-8803-833d8d453c3d","partner10","Replace","24","14","0","6","47","27","6","14","5","0","1","4","151"
"ac2db939-12f8-4b07-99ac-6fa2d4e29de5","partner7","Replace","6","2","0","2","12","6","2","2","2","1","0","1","10682"
"b40d3b7b-fdcf-4129-8255-1e4da46f81f3","partner4","Insert","10","4","0","4","23","5","0","10","4","4","0","0","6546"
"0b9e4bbe-f63f-47b0-9d71-20e70cd6e31c","partner9","Replace","20","8","2","8","37","13","0","18","5","3","2","0","1946"
"8539959a-0510-403a-9513-f26e672d96fa","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","10578"
"39600358-2005-4067-8d1e-01dfe1c08a58","partner8","Insert","3","1","0","0","4","2","0","0","1","1","0","0","3415"
"47c437f5-f7fc-46f3-a46e-6d2b3a95cc9e","partner2","Replace","6","2","0","2","4","2","0","2","1","0","1","0","4"
"08ea69c1-54e3-446b-940d-246b819a3b20","partner2","Insert","3","1","0","0","4","1","1","0","1","1","0","0","2622"
"8ba48089-f5bd-480f-aaf4-72861c33108f","partner5","Insert","6","2","0","2","34","12","0","18","2","2","0","0","5901"
"4da87f1f-dc81-4fe0-ae8c-c6a5253ad76d","partner10","Insert","3","1","0","0","37","23","2","10","1","1","0","0","396"
"b87fe1be-3586-4e94-a672-aac455e889ab","TravelAgency","Insert","4","2","0","0","10","6","0","0","2","2","0","0","40344"
"e1470b13-d311-4a49-a22d-411dbfd85d80","partner9","Replace","27","13","6","6","43","19","2","14","7","4","2","1","24676"
"7ace9a1e-d9bb-4b62-ae3d-cc20b04707a3","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","326"
"bec5eb31-5626-4a71-82c6-918fd53e9b15","Airline","Replace","7","3","0","2","8","4","0","0","3","2","0","1","32133"
"28fa8ad4-f7ca-4eb3-9e00-2fab9291c493","partner7","Replace","6","2","0","2","5","3","0","0","2","1","0","1","29103"
"e8749bea-8a3d-4cfd-8f10-8e727ae464a0","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","605"
"9ff16bed-8d9b-4122-a3eb-f022a7a72524","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","5283"
"33af14ca-b264-440d-b79c-1ed47ce32bad","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","389"
"8408ebf7-8cd4-4896-b17f-54ab8a6ab384","partner17","Insert","3","1","0","0","11","5","0","4","1","1","0","0","38166"
"99a31cc7-71d1-4e8b-aba0-df0c63d7b583","partner19","Insert","3","1","0","0","3","1","0","0","1","1","0","0","255"
"190a19a2-9f51-4c27-855c-47c72306f806","partner10","Insert","21","13","0","6","62","22","6","24","5","5","0","0","7116"
"ea03ee87-dbc2-4451-96c8-113dfd2da724","partner14","Insert","3","1","0","0","3","1","0","0","1","1","0","0","339"
"00ee14b8-1d77-4a62-9eb5-8f16bedb3b5d","Airline","Insert","3","1","0","0","5","3","0","0","1","1","0","0","446"
"bcc5f71e-f1cd-401d-a1c6-e5fb5b069e61","partner17","Delete","4","2","0","2","2","2","0","0","2","0","0","2","10"
"1243d1da-6f38-4559-9646-51f6553860c1","partner6","Replace","11","3","0","6","20","16","4","0","3","0","1","2","46"
"f0f3f5e3-d774-47b7-ae73-524779a843e7","partner9","Replace","15","5","2","6","31","11","0","16","4","2","2","0","1579"
"c8f95225-6196-4063-8b5f-60bc8dca2a25","TravelAgency","Insert","6","2","0","2","14","4","0","6","2","2","0","0","5636"
"431ec5e5-860c-4164-a5a7-38cf2f73d6f6","partner9","Insert","3","1","0","0","5","3","0","0","1","1","0","0","873"
"80966cae-7833-4a53-b5a7-69bafc860555","partner3","Replace","6","2","0","2","12","6","0","4","2","1","0","1","42104"
"de13080e-1cd4-444d-b936-c1cee189ef0a","partner16","Insert","3","1","0","0","3","1","0","0","1","1","0","0","10240"
"02318a9b-b4e8-4a70-9357-8ad45125698a","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","276"
"5e39c784-f10a-43e6-86f4-9dd6457a15e3","partner14","Insert","16","12","0","2","58","38","4","10","3","3","0","0","999"
"203f52b8-0842-4746-b44f-56d1cf5eaf2f","TravelAgency","Replace","9","5","0","2","9","5","0","2","4","1","0","3","25945"
"80c887a5-7255-4fb7-9eb9-504d26df4af0","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","420"
"2804f7af-7bca-49b8-8966-cb9d3c15b281","partner10","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1770"
"40d2595a-3dd1-444c-9fa9-fe955fde00b1","partner9","Insert","38","16","6","14","93","21","2","52","9","9","0","0","99846"
"f6c4ea94-2cb1-451c-b421-fe585d1c8767","partner19","Insert","3","1","0","0","3","1","0","0","1","1","0","0","262"
"ead03812-9444-409e-9704-6a6c40f08452","TravelAgency","Insert","18","8","2","6","44","10","0","22","6","6","0","0","3309"
"7d01a110-6163-4ad6-9d6c-6d61a6a8840e","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","491"
"c3636c8f-4322-4d06-87e8-be0c9272f715","partner7","Replace","53","29","2","20","135","45","10","72","10","4","6","0","3806"
"24446fdf-54ab-46e7-acf6-467b514e6889","partner7","Insert","11","5","0","4","35","11","0","14","5","5","0","0","2789"
"56cffc06-28f0-4418-aab3-b99111fa92d8","partner15","Replace","30","22","0","6","37","29","0","8","2","0","2","0","17"
"5c6a7acf-bc0e-4911-af32-dec9d10e4388","partner7","Insert","3","1","0","0","17","7","2","6","1","1","0","0","333"
"9608f2b5-9435-48bd-badf-f7c0534d99da","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1428"
"8de46d66-5d53-4004-b914-f9de1abdafef","partner4","Insert","10","4","0","4","20","4","0","8","4","4","0","0","31179"
"c7f99137-5e54-4ecf-a37d-ad3c6119103f","partner9","Replace","11","3","2","4","9","5","0","2","3","1","0","2","333"
"db323258-7c7a-4b09-9f95-e2976a8f09cc","partner8","Insert","6","2","2","0","14","8","0","2","2","2","0","0","1246"
"37a6df7d-72d6-4e72-bf88-a0e8d51d061b","partner18","Replace","14","4","0","8","19","7","0","12","2","0","2","0","13"
"069b3b08-8c1d-452a-9f44-a22b1f62626f","partner9","Replace","21","7","2","10","8","8","0","0","5","0","0","5","243"
"6e63dc8e-1fa2-4562-a4ea-78bd5f5d1a93","partner1","Insert","5","1","0","2","5","1","0","2","1","1","0","0","790"
"e7abc9e8-b916-4f9c-9557-dd479b030406","partner12","Replace","18","6","0","10","48","14","4","26","4","2","2","0","10103"
"54724b1f-5fb6-4310-9892-af65be71f4e6","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","556"
"1d1916a8-093b-4b64-ada3-da719d94bfae","partner16","Replace","13","3","0","8","12","4","0","6","3","1","0","2","1393"
"0555992d-ed0c-44c5-8825-3c53d8bd5576","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","398"
"00e0f427-ea9f-4ce1-80a3-63901695c14c","partner4","Insert","18","6","0","10","41","6","3","24","4","4","0","0","36744"
"b5b916d5-3e6a-434b-b220-d4a59598fe29","partner7","Insert","3","1","0","0","4","2","0","0","1","1","0","0","493"
"9517af0f-8b4b-444f-b213-ba70eb5e1fb1","partner9","Insert","38","16","6","14","132","46","6","62","9","9","0","0","112138"
"40c6d2eb-79e0-41fa-b6e5-da23d6c0789c","partner8","Delete","19","9","4","6","9","9","0","0","7","0","0","7","194"
"48d2daa9-f012-41c4-aa8a-a19da10a06aa","TravelAgency","Replace","13","7","2","2","17","9","2","4","6","1","0","5","339"
"2bf16e72-b6db-4e57-a19d-7b7772171954","partner6","Replace","7","3","0","2","14","8","2","2","3","1","0","2","482"
"13acf63c-a3c5-4e4b-ae90-bcbc77eedcfc","partner7","Delete","1","1","0","0","3","1","2","0","1","0","0","1","13"
"642850ff-dd49-416c-9395-abe6937703f9","partner11","Insert","8","2","0","4","12","2","0","6","2","2","0","0","666"
"a148566f-4a06-4bbd-b1ab-a08c830f1b65","partner6","Replace","20","8","0","10","58","20","4","28","5","3","2","0","1072"
"983bfabe-8e57-4c54-9230-90c6882d7dc8","partner9","Delete","1","1","0","0","1","1","0","0","1","0","0","1","4"
"e8a9e188-86b9-46a4-95e6-a4c66e9ac1f6","partner3","Replace","9","3","2","2","7","3","0","0","3","2","0","1","694"
"386e2d08-fec1-4351-8a9c-82897bd04b63","partner7","Insert","3","1","0","0","3","1","0","0","1","1","0","0","297"
"bcf3be7e-71b2-41e3-9745-15f96e30e554","Airline","Insert","13","5","0","6","23","5","0","12","3","3","0","0","873"
"42de9b12-0a9f-4f44-80a6-e29be0e1ef76","partner8","Insert","23","9","4","8","82","28","0","40","7","7","0","0","27679"
"bad4428e-b008-4f57-a32a-1eed4bb7f07e","partner9","Replace","23","11","4","6","29","23","2","4","6","0","1","5","149"
"02b35429-eed2-471c-895d-543b1dfcb24d","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","391"
"e8740e06-0b7c-4809-bbe7-dc04b25dcd4e","partner9","Insert","5","1","0","2","5","1","0","2","1","1","0","0","6460"
"7c30b5cf-8814-4df1-9bd5-186f0747f757","partner14","Insert","3","1","0","0","3","1","0","0","1","1","0","0","328"
"b4d917f8-836a-4c0a-8180-9fd837439388","TravelAgency","Insert","12","6","2","2","28","12","0","6","5","5","0","0","41994"
"74562d43-9dd3-4d4c-b40c-8f0adfb7203a","partner4","Delete","4","2","0","2","2","2","0","0","2","0","0","2","18"
"2ab704f8-89e5-430f-8200-4a2814606592","Airline","Insert","3","1","0","0","3","1","0","0","1","1","0","0","300"
"9c85f277-6f5a-4600-8f24-187cebf86443","partner16","Replace","6","2","0","2","7","3","0","2","2","1","0","1","308"
"1e84cc58-8339-4157-b3b0-58d46e380b33","partner7","Insert","6","2","0","2","29","11","4","10","2","2","0","0","5567"
"49bd8314-1b06-45ab-9df4-d02ff315ec43","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","781"
"9250a50f-c9b5-4556-ab93-2449dd437235","Traveler","Insert","4","2","0","0","7","3","0","0","2","2","0","0","585"
"b8f4cbeb-9d06-4989-b8d1-d74c5202b24d","partner9","Insert","3","1","0","0","5","3","0","0","1","1","0","0","1020"
"8822d4ce-a26a-4c60-910a-49cf95a55697","partner9","Replace","39","17","6","14","51","35","2","14","9","0","1","8","617"
"2846be03-9819-456a-b791-c73df757b3a2","partner4","Insert","6","2","0","2","10","2","0","4","2","2","0","0","17944"
"1c4961bf-9b83-4331-803c-756b936078e8","partner12","Insert","6","2","0","2","11","3","0","4","2","2","0","0","756"
"a8f633ef-9384-47fc-a343-c67bb64adfee","Traveler","Insert","6","2","0","2","11","3","0","4","2","2","0","0","614"
"140f8440-0126-4b5e-869c-6bf22ef0ebfa","partner5","Insert","6","2","0","2","34","12","0","18","2","2","0","0","4858"
"303bff05-3996-4092-9552-8c1f04c84484","partner8","Replace","16","6","2","6","14","6","0","8","4","0","2","2","49"
"f0f628b5-29be-4e9f-9d52-8e7db0552bed","partner7","Insert","3","1","0","0","5","3","0","0","1","1","0","0","1491"
"2561beec-6215-4f10-846a-51738286a54b","partner3","Insert","3","1","0","0","13","7","0","4","1","1","0","0","44078"
"32d00c1d-5ae2-490e-b808-b539a802d10e","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","28971"
"31ba8e69-6a1b-42a9-91d8-dda1573d4495","partner4","Insert","6","2","0","2","24","10","2","8","2","2","0","0","43215"
"42fc218f-d377-43ff-aa99-5c65c182f467","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","438"
"ba5f63d8-4833-4124-b095-13453bd40e9c","partner18","Insert","3","1","0","0","3","1","0","0","1","1","0","0","262"
"4b10a921-5f4d-4ca4-a733-7c55b232eb91","partner6","Insert","3","1","0","0","28","12","2","12","1","1","0","0","1441"
"7c57cf36-0f8e-446f-9a30-08dee1c4379d","partner14","Insert","3","1","0","0","16","12","0","2","1","1","0","0","345"
"90be6247-483f-4ab5-bf1a-b2b92666e411","partner17","Insert","18","6","2","8","60","17","1","32","5","5","0","0","16059"
"23cfe61c-94c6-4e94-a45e-21b941525dea","partner7","Insert","3","1","0","0","20","14","0","4","1","1","0","0","39476"
"3c0cc96f-0208-4380-b125-7c132bdb46a8","partner3","Replace","6","2","0","2","1","1","0","0","1","0","0","1","14"
"d9184b17-6b0b-4b4a-8bd4-e3156d57e2de","partner5","Delete","6","2","2","2","2","2","0","0","2","0","0","2","17"
"872c838b-f582-4273-b485-f93f67a6c776","partner3","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1321"
"bb1fc682-1e07-42b4-89e1-50d08626f557","partner9","Insert","3","1","0","0","3","1","0","0","1","1","0","0","384"
"de2ef1e7-7eb9-440c-be80-b25e2353043b","partner7","Insert","3","1","0","0","5","3","0","0","1","1","0","0","666"
"f235f34a-4270-4708-b3ea-59b2003d4a9c","partner11","Insert","3","1","0","0","3","1","0","0","1","1","0","0","2988"
"d2f04873-589b-40f9-b255-fe42ae0b761a","partner10","Insert","6","2","0","2","10","2","0","4","2","2","0","0","726"
"b84f6e87-0328-4a2f-a6cd-1432389e7735","partner3","Replace","26","10","4","10","73","25","2","36","8","5","3","0","26581"
"a651ba9d-ba86-4733-8231-75714d98011e","partner16","Insert","3","1","0","0","3","1","0","0","1","1","0","0","1944"
"1c392155-a073-4924-8ccf-74571f636083","partner3","Replace","23","9","2","10","16","10","0","6","8","0","1","7","284"
"a048162a-71af-4beb-933e-618bc8e8dc88","partner3","Insert","20","8","2","8","60","18","0","26","8","8","0","0","59766"
